"","PRIM_STATE","AREA_TYPE","NAICS","NAICS_TITLE","OCC_CODE","OCC_TITLE","O_GROUP","TOT_EMP","EMP_PRSE","H_MEAN","A_MEAN","MEAN_PRSE"
"319","US","1","72","Food","53-0000","Transportation","major",273300,3.1,13,27040,0.8
"320","US","1","81","Other","11-0000","Management","major",244200,0.8,54.04,112400,0.6
"321","US","1","81","Other","13-0000","Finance","major",264390,0.9,33.97,70650,0.6
"322","US","1","81","Other","15-0000","CS and Math","major",39010,2.4,38.45,79970,0.9
"323","US","1","81","Other","17-0000","Architecture and Engineering","major",9870,5,38.44,79950,1.4
"324","US","1","81","Other","19-0000","Science","major",15130,4.2,35.82,74500,1.7
"325","US","1","81","Other","21-0000","Social Service","major",107570,1.5,22.92,47670,0.8
"326","US","1","81","Other","23-0000","Legal","major",10330,4.1,58.4,121480,1.9
"327","US","1","81","Other","25-0000","Education","major",66460,2.8,22.41,46620,3.2
"328","US","1","81","Other","27-0000","Arts","major",84340,1.8,32.93,68500,1.2
"329","US","1","81","Other","29-0000","Healthcare Practitioners","major",13000,5.4,32.12,66820,2.7
"330","US","1","81","Other","31-0000","Healthcare Support","major",57980,4.4,19.54,40650,1.7
"331","US","1","81","Other","33-0000","Protective Service","major",36620,2.7,15.52,32270,1.3
"332","US","1","81","Other","35-0000","Food","major",69480,2.2,13.3,27660,0.8
"333","US","1","81","Other","37-0000","Building","major",78670,2,15.39,32010,0.6
"334","US","1","81","Other","39-0000","Personal Care","major",692770,0.7,16.19,33680,0.4
"335","US","1","81","Other","41-0000","Sales","major",166150,1.6,19.81,41210,0.7
"336","US","1","81","Other","43-0000","Administry","major",509400,0.7,18.5,38490,0.3
"337","US","1","81","Other","45-0000","Farming","major",2430,14.9,18.69,38880,3.2
"338","US","1","81","Other","47-0000","Install","major",14960,5.9,26.18,54450,2.7
"339","US","1","81","Other","49-0000","Maintenance","major",649410,0.6,22.71,47230,0.3
"340","US","1","81","Other","51-0000","Production","major",241340,1.1,16.78,34900,0.5
"341","US","1","81","Other","53-0000","Transportation","major",368580,1.2,15.11,31430,0.5
"342","US","1","99","Government","11-0000","Management","major",615370,0.3,51.66,107460,0.4
"343","US","1","99","Government","13-0000","Finance","major",1093050,0.2,38.08,79220,0.3
"344","US","1","99","Government","15-0000","CS and Math","major",270930,0.4,43.01,89460,0.3
"345","US","1","99","Government","17-0000","Architecture and Engineering","major",286350,0.3,44.62,92810,0.3
"346","US","1","99","Government","19-0000","Science","major",326080,0.3,36.85,76640,0.3
"347","US","1","99","Government","21-0000","Social Service","major",516700,0.8,27.09,56350,0.8
"348","US","1","99","Government","23-0000","Legal","major",266910,0.3,49.36,102680,0.6
"349","US","1","99","Government","25-0000","Education","major",214420,1.2,25.01,52020,0.4
"350","US","1","99","Government","27-0000","Arts","major",77470,0.6,32.24,67070,0.5
"351","US","1","99","Government","29-0000","Healthcare Practitioners","major",443500,0.5,43.44,90350,0.5
"352","US","1","99","Government","31-0000","Healthcare Support","major",138700,0.8,18.2,37860,0.4
"353","US","1","99","Government","33-0000","Protective Service","major",1909600,0.3,30.89,64240,0.6
"354","US","1","99","Government","35-0000","Food","major",69480,1.4,16.66,34650,0.4
"355","US","1","99","Government","37-0000","Building","major",214510,0.8,18.31,38090,0.7
"356","US","1","99","Government","39-0000","Personal Care","major",221650,1,16.19,33680,0.5
"357","US","1","99","Government","41-0000","Sales","major",55870,1.4,20.45,42540,0.9
"358","US","1","99","Government","43-0000","Administry","major",1551110,0.3,21.68,45090,0.3
"359","US","1","99","Government","45-0000","Farming","major",21970,1.1,20.91,43490,0.6
"360","US","1","99","Government","47-0000","Install","major",437810,0.4,25.36,52740,0.5
"361","US","1","99","Government","49-0000","Maintenance","major",400680,0.5,27.21,56600,0.5
"362","US","1","99","Government","51-0000","Production","major",167560,0.8,28.08,58420,0.4
"363","US","1","99","Government","53-0000","Transportation","major",383640,1.5,26.47,55060,0.9
"364","US","1","31-33","Manufacture","11-0000","Management","major",695250,1,66.86,139060,0.6
"365","US","1","31-33","Manufacture","13-0000","Finance","major",531470,0.9,38.3,79660,0.8
"366","US","1","31-33","Manufacture","15-0000","CS and Math","major",310740,3.5,51.5,107120,2.6
"367","US","1","31-33","Manufacture","17-0000","Architecture and Engineering","major",796960,0.9,43.43,90330,0.5
"368","US","1","31-33","Manufacture","19-0000","Science","major",145800,2,36.14,75170,1
"369","US","1","31-33","Manufacture","21-0000","Social Service","major",300,10.1,25.53,53110,2.8
"370","US","1","31-33","Manufacture","23-0000","Legal","major",7210,4,77.49,161180,1.9
"371","US","1","31-33","Manufacture","25-0000","Education","major",530,6.4,30.95,64380,3.7
"372","US","1","31-33","Manufacture","27-0000","Arts","major",85050,1.7,28.49,59250,0.8
"373","US","1","31-33","Manufacture","29-0000","Healthcare Practitioners","major",10760,4.9,37.01,76970,1.8
"374","US","1","31-33","Manufacture","31-0000","Healthcare Support","major",1110,16.3,19.5,40570,2.6
"375","US","1","31-33","Manufacture","33-0000","Protective Service","major",12660,2.1,22.46,46720,1.7
"376","US","1","31-33","Manufacture","35-0000","Food","major",80650,2.7,14.06,29240,0.6
"377","US","1","31-33","Manufacture","37-0000","Building","major",67960,2.2,15.63,32510,0.5
"378","US","1","31-33","Manufacture","39-0000","Personal Care","major",1180,6.8,16.93,35210,2.5
"379","US","1","31-33","Manufacture","41-0000","Sales","major",397250,1.4,34.49,71740,1.2
"380","US","1","31-33","Manufacture","43-0000","Administry","major",970200,0.4,21.51,44740,0.2
"381","US","1","31-33","Manufacture","45-0000","Farming","major",33020,3.2,16.45,34210,0.8
"382","US","1","31-33","Manufacture","47-0000","Install","major",193810,1.4,25.35,52720,0.6
"383","US","1","31-33","Manufacture","49-0000","Maintenance","major",623780,0.7,26.96,56080,0.3
"384","US","1","31-33","Manufacture","51-0000","Production","major",6070410,0.4,20.19,41990,0.2
"385","US","1","31-33","Manufacture","53-0000","Transportation","major",1069850,0.6,18.18,37810,0.2
"386","US","1","44-45","Retail Trade","11-0000","Management","major",432330,1.9,48.81,101530,1.5
"387","US","1","44-45","Retail Trade","13-0000","Finance","major",180570,1.6,31.97,66500,1.7
"388","US","1","44-45","Retail Trade","15-0000","CS and Math","major",66600,9.4,47.73,99270,7.6
"389","US","1","44-45","Retail Trade","17-0000","Architecture and Engineering","major",3810,6.6,37.29,77560,2.2
"390","US","1","44-45","Retail Trade","19-0000","Science","major",1080,11.2,28.31,58890,3.6
"391","US","1","44-45","Retail Trade","21-0000","Social Service","major",1380,17.5,22,45760,4.7
"392","US","1","44-45","Retail Trade","23-0000","Legal","major",2800,6.3,34.86,72520,4.3
"393","US","1","44-45","Retail Trade","25-0000","Education","major",9540,8.4,18.43,38340,3
"394","US","1","44-45","Retail Trade","27-0000","Arts","major",127610,2,19.75,41070,1.8
"395","US","1","44-45","Retail Trade","29-0000","Healthcare Practitioners","major",527130,0.9,32.53,67670,0.7
"396","US","1","44-45","Retail Trade","31-0000","Healthcare Support","major",36070,4.3,14.62,30410,1.2
"397","US","1","44-45","Retail Trade","33-0000","Protective Service","major",57050,2.8,17.93,37300,0.5
"398","US","1","44-45","Retail Trade","35-0000","Food","major",557270,1.5,13.71,28510,0.4
"399","US","1","44-45","Retail Trade","37-0000","Building","major",93500,1.5,13.8,28700,0.4
"400","US","1","44-45","Retail Trade","39-0000","Personal Care","major",104400,3.5,14.21,29560,0.9
"401","US","1","44-45","Retail Trade","41-0000","Sales","major",7716800,0.3,15.38,31980,0.2
"402","US","1","44-45","Retail Trade","43-0000","Administry","major",1270130,0.8,17.42,36230,0.2
"403","US","1","44-45","Retail Trade","45-0000","Farming","major",20890,7.5,15.33,31880,1.2
"404","US","1","44-45","Retail Trade","47-0000","Install","major",36480,5.2,22.61,47040,1.6
"405","US","1","44-45","Retail Trade","49-0000","Maintenance","major",702210,0.8,21.71,45160,0.3
"406","US","1","44-45","Retail Trade","51-0000","Production","major",358540,1.6,17.13,35630,0.4
"407","US","1","44-45","Retail Trade","53-0000","Transportation","major",2401390,0.6,14.45,30050,0.2
"408","US","1","48-49","Transport","11-0000","Management","major",189440,1.1,54.58,113520,0.7
"409","US","1","48-49","Transport","13-0000","Finance","major",128060,1.6,34.09,70900,0.6
"410","US","1","48-49","Transport","15-0000","CS and Math","major",42060,3.3,39.9,82990,1.5
"411","US","1","48-49","Transport","17-0000","Architecture and Engineering","major",27400,2.4,41.8,86940,1
"412","US","1","48-49","Transport","19-0000","Science","major",8570,3.3,32.86,68340,1
"413","US","1","48-49","Transport","21-0000","Social Service","major",160,14.2,26.33,54770,17.3
"414","US","1","48-49","Transport","23-0000","Legal","major",1920,5,64.94,135080,1.7
"415","US","1","48-49","Transport","25-0000","Education","major",1140,10.8,24.51,50970,3.5
"416","US","1","48-49","Transport","27-0000","Arts","major",4910,7.4,27.14,56450,2.1
"417","US","1","48-49","Transport","29-0000","Healthcare Practitioners","major",1640,21.7,21.69,45120,4.8
"418","US","1","48-49","Transport","31-0000","Healthcare Support","major",190,29.5,13.41,27890,3.8
"419","US","1","48-49","Transport","33-0000","Protective Service","major",41270,3.8,18.89,39290,1.2
"420","US","1","48-49","Transport","35-0000","Food","major",7820,8.9,16.89,35130,3.1
"421","US","1","48-49","Transport","37-0000","Building","major",32840,1.7,21.63,44980,0.7
"422","US","1","48-49","Transport","39-0000","Personal Care","major",12170,5.8,14.99,31190,1.8
"423","US","1","48-49","Transport","41-0000","Sales","major",76310,3.1,30.93,64330,1.3
"424","US","1","48-49","Transport","43-0000","Administry","major",1374810,0.5,22.9,47640,0.2
"425","US","1","48-49","Transport","45-0000","Farming","major",3020,22.7,16.88,35110,4.9
"426","US","1","48-49","Transport","47-0000","Install","major",35940,5.5,29.39,61120,1.6
"427","US","1","48-49","Transport","49-0000","Maintenance","major",326480,1.3,28.95,60220,0.7
"428","US","1","48-49","Transport","51-0000","Production","major",77930,3.2,25.1,52210,1.4
"429","US","1","48-49","Transport","53-0000","Transportation","major",3959440,0.6,23.02,47880,0.8
